index,having_IPhaving_IP_Address,URLURL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
5617,0,0,1,1,1,0,-1,-1,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,1,0,0,1,1,1,0
5618,1,0,1,1,1,0,-1,0,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
5619,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,1,1,0,1,0,0
56-1-1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,1,1
56-11,0,0,1,1,1,1,1,1,1,1,1,1,0,-1,1,0,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,1
56-1-1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,-1,1,1,1,1,0,0,1,0,0,1,1,1
56-13,1,1,1,1,1,0,-1,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,0,1,1,-1,0,0
56-14,0,0,1,1,1,0,-1,1,1,0,1,1,0,-1,0,-1,0,1,-1,0,1,0,1,0,1,1,0,1,1,1,1
56-15,1,0,1,1,1,0,0,-1,0,0,1,1,0,-1,0,0,1,1,-1,0,1,0,0,0,1,1,1,1,0,0,0
56-16,0,0,1,1,1,1,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,1
56-17,0,0,1,1,1,0,0,0,0,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,0,0
56-18,0,0,1,0,1,1,-1,1,1,0,0,1,0,1,0,0,0,1,-1,0,0,0,0,0,1,1,0,1,1,1,1
56-19,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1
563-1,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,0,-1,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
5631,0,1,0,0,0,0,0,1,0,1,1,0,1,-1,-1,-1,1,0,-1,1,1,1,1,1,0,1,0,0,1,1,1
563-1,0,0,1,1,1,0,-1,0,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,0,1,0,1,1,-1,0,0
5633,0,1,1,0,1,0,0,1,0,0,1,1,1,-1,-1,0,1,0,-1,1,0,0,0,1,1,1,0,1,1,1,1
5634,0,0,1,1,1,0,-1,-1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,0,0
5635,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,-1,0,1,0,0,0,1,1,0,1,1,1,1
5636,1,0,1,0,1,0,0,1,0,1,1,1,0,-1,-1,-1,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
5637,0,1,0,1,1,0,-1,-1,0,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,0
5638,0,0,1,1,1,0,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,1,1,1
5639,0,0,1,1,1,0,-1,-1,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,1,0,0,1,-1,1,0
564-1,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0
5641,1,0,1,1,1,1,0,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
564-1,0,0,1,0,1,0,-1,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,0
5643,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,-1,1,1,0,1,0,1,1,1,1,1,1,1
5644,0,0,1,0,1,0,-1,0,0,1,1,1,1,0,-1,0,1,1,-1,1,1,0,1,0,1,0,0,1,-1,1,0
5645,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,1,1
5646,0,0,1,1,1,0,-1,0,0,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,1,0
5647,0,0,1,1,1,0,-1,-1,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,0,0
5648,1,1,1,1,1,0,0,1,0,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
5649,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,-1,1,1,1,1,0,0,1,0,0,1,1,1
565-1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,-1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1
5651,0,0,1,1,1,0,0,1,0,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,1,1
565-1,1,0,1,0,1,0,1,1,0,1,1,1,1,-1,1,0,0,0,-1,1,1,1,1,0,1,1,1,1,0,1,1
5653,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
5654,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0
5655,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,1,1,0
5656,0,0,1,1,1,0,1,1,0,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,0,1,0,1,1,1,1,1
5657,0,0,1,1,1,0,-1,0,1,1,1,1,0,-1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
5658,1,0,1,0,1,0,1,1,0,1,1,0,0,1,-1,0,0,0,-1,1,1,1,1,0,1,0,1,1,-1,1,1
5659,0,1,1,0,1,0,1,1,0,1,1,1,1,-1,-1,0,0,0,-1,0,0,0,0,0,1,-1,0,1,-1,1,1
566-1,0,0,1,0,1,0,-1,0,0,0,0,1,1,1,0,0,0,1,-1,0,0,0,0,0,1,-1,1,1,-1,1,0
5661,0,0,1,1,1,0,-1,0,0,1,1,1,0,-1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,-1,1,0
566-1,0,0,1,1,1,0,-1,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,1,0
5663,0,0,1,0,1,0,0,1,0,0,0,1,1,-1,-1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1
5664,0,0,0,1,0,0,1,1,0,1,1,0,1,1,-1,0,1,0,-1,1,1,1,1,0,0,1,1,0,1,1,1
5665,0,0,0,1,0,0,1,1,0,1,1,0,1,-1,-1,1,1,0,-1,1,1,1,1,0,0,1,0,0,1,1,1
5666,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,1,0,1,1,-1,1,0
5667,0,0,1,0,1,1,1,1,0,0,1,1,1,-1,1,0,1,0,-1,1,1,0,1,0,1,1,0,1,1,1,1
5668,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,-1,1,1
5669,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,1,0,0,1,-1,0,0
567-1,1,0,1,0,1,0,-1,-1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,-1,0,0
5671,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,0,1
567-1,1,0,1,1,1,1,-1,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,1,1
5673,0,1,0,1,0,0,1,1,0,1,1,0,1,1,-1,-1,1,0,-1,1,1,1,1,1,0,1,0,0,1,1,1
5674,0,0,1,0,1,0,-1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,-1,1,0
5675,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,-1,1,0,0,0,1,0,-1,1,0,1,1,1
5676,0,0,1,1,1,0,-1,-1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
5677,1,0,1,1,1,0,-1,-1,0,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,1,0
5678,1,0,1,1,1,0,-1,-1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,0,1,1,-1,1,0
5679,0,0,1,0,1,0,1,1,0,0,0,1,1,-1,0,1,0,1,-1,1,0,0,0,0,1,1,0,1,1,1,1
568-1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,1,1
5681,0,1,1,0,1,0,-1,-1,0,0,0,1,0,0,-1,0,0,1,-1,1,1,0,1,1,1,0,0,1,-1,1,0
568-1,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,1,1
5683,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,0,1
5684,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,-1,1,1,0,1,1,0,1,1,0,1,1,1
5685,0,0,1,1,1,0,1,0,1,1,1,1,0,-1,1,0,1,1,-1,1,1,1,1,0,1,1,1,1,1,0,0
5686,0,0,1,1,1,0,-1,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,1,0,0
5687,0,0,1,1,1,0,-1,0,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,0,0
5688,0,0,1,1,1,0,0,1,0,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1
5689,0,0,1,1,1,1,1,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,1
569-1,0,0,1,1,1,0,-1,0,0,1,1,1,0,1,-1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0
5691,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
569-1,1,1,1,1,1,0,0,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
5693,1,0,1,1,1,0,-1,-1,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,0,1,0,0,1,-1,1,0
5694,0,0,1,1,1,0,-1,0,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,0,1,-1,0,1,1,1,0
5695,1,0,1,0,1,0,1,-1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,-1,1,0
5696,0,0,1,0,1,0,1,1,0,0,0,1,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1,1,1,1,1,1,1
5697,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,0,1
5698,1,0,1,1,1,0,1,1,0,0,0,1,1,1,-1,0,0,1,-1,1,1,0,0,0,1,1,1,1,1,1,1
5699,0,0,1,1,1,0,-1,0,1,1,1,1,0,0,0,1,1,1,-1,1,1,1,1,0,1,0,1,1,-1,1,0
57-1-1,0,0,1,0,1,0,1,-1,0,0,0,1,1,0,0,0,0,1,-1,0,1,0,1,0,1,1,0,1,1,1,0
57-11,1,0,1,1,1,0,1,-1,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,0,1,0,0,1,-1,0,0
57-1-1,1,0,1,1,1,0,-1,0,1,1,1,1,0,-1,0,0,1,1,1,1,1,1,1,0,1,-1,1,1,-1,0,0
57-13,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,0,1
57-14,0,0,1,1,1,0,1,-1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,1,0
57-15,0,0,0,1,0,0,1,1,1,1,1,0,1,-1,1,1,1,0,-1,1,1,1,1,0,0,1,0,0,1,1,1
57-16,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,-1,1,0,0,0,0,1,1,0,1,1,1,1
57-17,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
57-18,1,0,1,1,1,0,1,1,0,1,1,1,0,-1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
57-19,0,0,1,0,1,0,1,-1,1,0,1,0,0,0,-1,0,0,0,-1,0,1,0,1,0,1,0,0,1,-1,1,0
571-1,1,0,1,1,1,0,-1,0,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,0,1,0,1,1,-1,0,0
5711,0,0,1,1,1,0,-1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,-1,0,0
571-1,1,0,1,1,1,0,1,1,1,1,1,1,0,-1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1
5713,0,0,1,1,1,0,-1,1,0,1,1,1,1,-1,0,0,1,1,1,1,1,1,1,0,1,-1,1,1,-1,0,0
5714,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,-1,1,1,1,1,0,0,1,1,0,1,1,1
5715,1,0,1,1,1,0,-1,-1,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,1,0,0,1,-1,1,0
5716,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,-1,1,1,1,1,0,0,1,0,0,1,1,1
5717,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,1,0,0,0,-1,1,1,0,1,0,0,0,0,0,1,1,0
5718,0,0,1,1,1,1,1,1,0,0,1,1,1,-1,1,0,1,1,-1,1,1,0,1,0,1,1,1,1,1,1,1
5719,1,0,1,0,1,0,-1,-1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,-1,1,1,-1,1,0
57-1-1,1,0,1,1,1,1,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,1
57-11,1,0,1,1,1,0,1,1,1,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
57-1-1,1,0,1,1,1,0,-1,-1,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,0
57-13,1,0,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
57-14,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,0,1,0,0,1,1,1,1
57-15,0,0,1,0,1,0,-1,-1,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,1,0
57-16,0,0,1,0,1,0,-1,0,0,1,1,1,1,0,1,0,0,0,-1,1,1,1,1,0,1,1,1,1,1,0,0
57-17,0,0,1,1,1,0,-1,1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,0,1,0,0,1,1,1,1
57-18,0,0,1,0,1,0,-1,1,1,0,1,1,0,0,-1,-1,1,1,-1,1,1,0,1,0,1,0,1,1,-1,0,0
57-19,1,1,1,1,1,0,1,-1,0,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,0,1,1,-1,0,0
573-1,0,1,1,1,1,0,-1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
5731,0,1,0,1,0,1,1,1,0,1,1,0,1,1,-1,0,1,0,-1,1,1,1,1,1,0,1,0,0,1,1,1
573-1,1,1,1,1,1,0,0,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,0,1
5733,1,0,1,1,1,0,-1,0,1,1,1,1,0,-1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,0
5734,0,0,1,0,1,0,-1,0,0,0,0,0,1,-1,-1,0,0,0,-1,0,1,0,1,0,1,-1,1,1,-1,1,0
5735,0,-1,1,1,1,0,-1,0,1,1,1,0,0,-1,0,0,1,1,-1,1,1,1,1,0,1,1,1,1,0,1,0
5736,1,0,1,0,1,0,-1,-1,0,0,0,1,1,0,0,0,0,1,-1,0,0,0,0,0,1,1,1,1,1,1,0
5737,0,1,1,1,1,0,1,-1,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,0,0,1,1,1,0
5738,0,0,1,0,1,0,1,-1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,-1,1,0
5739,0,0,1,0,1,0,-1,0,0,0,0,1,1,0,0,0,0,1,-1,0,1,0,1,0,1,-1,1,1,-1,0,0
574-1,0,1,1,1,1,0,-1,0,0,0,1,1,1,0,1,0,1,1,-1,1,1,0,1,1,1,0,1,1,-1,0,0
5741,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,-1,1,1,1,1,0,0,1,0,0,1,1,1
574-1,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,0,0
5743,1,0,1,1,1,0,0,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,1,1,0,1,-1,0,1
5744,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,0,0
5745,0,0,1,0,1,0,1,0,0,0,1,1,1,-1,0,0,1,1,-1,0,1,0,1,0,1,-1,1,1,0,1,0
5746,0,0,1,0,1,0,-1,1,0,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,1,0
5747,0,1,1,0,1,0,1,-1,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,0
5748,1,0,1,0,1,0,-1,0,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,1,0
5749,0,0,1,1,1,1,-1,1,0,1,1,0,1,1,-1,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
575-1,1,0,1,0,1,0,0,0,0,1,1,1,1,-1,0,-1,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,0
5751,0,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1
575-1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,1,0
5753,1,0,1,1,1,0,0,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
5754,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,1,1,0
5755,0,1,1,1,1,0,-1,-1,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,0
5756,1,0,1,1,1,0,-1,-1,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,1,0,0,1,-1,0,0
5757,1,0,1,1,1,0,-1,0,1,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,0,0
5758,0,0,1,1,1,0,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
5759,0,0,1,1,1,0,-1,0,1,1,1,1,0,0,1,0,1,1,-1,1,1,1,1,0,1,0,0,1,1,0,0
576-1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
5761,0,0,1,1,1,0,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1
576-1,0,0,1,1,1,0,-1,-1,0,1,1,0,0,0,-1,0,1,1,-1,1,1,1,1,0,1,0,0,1,1,0,0
5763,1,1,1,0,1,0,0,1,0,0,0,1,1,-1,-1,-1,0,1,-1,1,1,0,1,1,1,1,1,1,-1,1,1
5764,1,0,1,1,1,1,0,1,1,0,0,1,0,1,-1,0,0,1,-1,1,1,0,0,0,1,-1,0,1,-1,1,1
5765,0,0,1,1,1,0,1,1,0,0,1,1,1,-1,0,1,1,1,-1,0,1,0,1,0,1,1,1,1,-1,1,1
5766,0,0,0,1,1,1,1,1,0,1,1,0,1,-1,0,0,1,1,-1,1,1,1,1,0,0,1,1,1,0,1,1
5767,0,0,1,1,1,0,-1,-1,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,1,0,0,1,1,0,0
5768,0,0,1,1,1,0,-1,-1,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,0,1,-1,0,1,1,0,0
5769,0,0,1,1,1,0,-1,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,0
577-1,0,0,1,1,1,0,-1,0,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,0
5771,1,0,1,1,1,1,1,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
577-1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,-1,1,1,1,1,1,1,0,1,1,0,1,1
5773,1,0,1,1,1,1,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
5774,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0
5775,0,0,1,1,1,0,-1,-1,0,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,1,0,0,1,1,1,0
5776,0,0,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,0,1,-1,1,1,1,1,0,1,0,0,1,1,1,1
5777,0,0,1,1,1,0,-1,0,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,0
5778,0,0,0,1,0,0,0,1,1,1,1,0,0,1,-1,0,1,0,-1,1,1,1,1,0,0,1,0,0,1,1,1
5779,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,1,0,1,1,1,1,0,0,0,1,1,0,1,-1,1,1
578-1,1,1,1,1,1,0,1,1,0,1,1,1,0,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,0,1
5781,0,0,1,1,1,0,-1,-1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,0
578-1,1,0,1,1,1,0,-1,1,0,1,1,1,0,-1,-1,1,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
5783,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,1,0,0
5784,0,1,1,1,1,0,0,0,0,0,1,1,1,-1,-1,0,0,1,-1,0,1,0,1,1,1,1,0,1,-1,1,1
5785,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,1,0,0
5786,1,1,1,0,1,0,0,1,0,0,0,1,1,-1,-1,1,0,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
5787,0,0,1,1,1,0,0,0,1,1,1,1,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,0
5788,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,-1,1,1,1,1,0,0,0,1,1,1,1,0
5789,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,1,0,1,1,-1,1,0
579-1,0,0,1,1,1,0,-1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,1,0
5791,0,0,1,1,1,0,-1,1,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,0
579-1,1,0,1,1,1,0,-1,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,0
5793,0,0,1,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,1,-1,0,1,-1,0,0
5794,1,0,1,1,1,0,-1,-1,1,1,1,1,0,0,0,1,1,1,-1,1,1,1,1,0,1,0,0,1,-1,0,0
5795,0,1,1,1,1,0,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,0,0
5796,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,-1,0,1,0,0,0,1,1,0,1,1,1,1
5797,0,0,1,1,1,0,1,1,0,0,1,1,1,-1,0,-1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
5798,0,0,0,1,0,0,-1,1,1,1,1,0,0,-1,1,1,1,0,-1,1,1,1,1,0,0,1,1,0,1,1,1
5799,0,0,1,1,1,0,-1,-1,1,1,1,1,0,0,0,-1,1,1,-1,1,1,1,1,0,1,0,0,1,1,1,0
58-1-1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
58-11,0,0,1,1,1,0,-1,-1,1,0,0,1,1,0,1,0,0,1,-1,1,1,0,1,0,1,1,0,1,1,1,0
58-1-1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,-1,1,1,0,1,0,1,1,1,1,1,1,1
58-13,0,1,1,1,1,0,-1,0,0,1,1,0,1,0,0,-1,1,1,-1,1,1,1,1,1,1,0,0,1,0,0,0
58-14,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
58-15,1,0,1,1,1,0,-1,0,0,1,1,1,1,-1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,-1,1,0
58-16,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,-1,1,1,0,1,0,1,1,1,1,-1,1,1
58-17,1,0,1,1,1,0,-1,0,1,1,1,1,0,-1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,0
58-18,0,0,1,1,1,0,-1,1,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,0
58-19,1,-1,1,0,1,0,0,1,1,1,1,0,0,-1,0,-1,0,0,1,1,1,1,1,0,1,0,0,1,-1,1,1
581-1,1,1,0,1,0,0,-1,-1,0,1,1,0,0,0,1,0,1,0,-1,1,1,1,1,1,0,0,0,0,-1,1,0
5811,1,0,1,1,1,0,-1,-1,0,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,1,0
581-1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,-1,0,0,0,0,0,1,1,1,1,1,1,1
5813,1,0,1,1,1,0,1,1,1,1,1,1,0,-1,-1,1,1,1,-1,1,1,1,1,0,1,0,1,1,-1,0,1
5814,1,0,1,1,1,0,1,1,0,1,1,1,1,0,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,0,1,1
5815,0,0,0,1,0,0,1,1,1,1,1,0,0,-1,1,0,1,1,-1,1,1,1,1,0,0,1,0,0,1,1,1
5816,0,0,0,1,0,0,1,1,1,1,1,0,1,-1,1,0,1,0,-1,1,1,1,1,0,0,1,1,0,1,1,1
5817,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,-1,0,1,0,1,0,0,-1,0,1,0,1,0
